Country;Category_Level1_MN;Category1_Translated_B2B;
DANISH;Kontor & Skrivning
DANISH;Sport og Rekreation
DANISH;Præmier og værktøjer
DANISH;Jul og Vinter
DANISH;Børn & Spil
DANISH;Spise og drikke
DANISH;Paraplyer & Regntøj
DANISH;Tasker & Rejser
DANISH;Beklædning og tilbehør
DANISH;Wellness & Care
DANISH;Teknologi og tilbehør
;
;
Country;Category_Level1_MN;Category1_Translated_B2B;
DANISH;Kontorstilbehør
DANISH;Udendørs
DANISH;Nøgleringe
DANISH;Notesbøger
DANISH;Tekstil
DANISH;Dekoration
DANISH;Drikkevarer
DANISH;Andet
DANISH;Bamser
DANISH;Køkkenprodukter
DANISH;Catalogues
DANISH;Regntøj
DANISH;Maling
DANISH;Anti stress/slik
DANISH;Indkøbsposer
DANISH;Strandprodukter
DANISH;Rygsæk & Outdoor
DANISH;Rejsetilbehør
DANISH;Rygsæk & Portofølger
DANISH;Tilbehør
DANISH;Personlig pleje
DANISH;Barprodukter
DANISH;Hjem & Livsstil
DANISH;Værktøj og Lommelygter
DANISH;Skriveredskaber
DANISH;Portofølger
DANISH;Spil
DANISH;Biltilbehør
DANISH;Drikkeprodukter
DANISH;Kasketter & Huer
DANISH;Events
DANISH;Paraplyer
DANISH;Sport & Sundhed
DANISH;Førstehjælp
DANISH;USB
DANISH;Opladere
DANISH;Mobiltilbehør
DANISH;Madkasse
DANISH;Audio & lyd
DANISH;Trådløse opladere
DANISH;Solbriller
DANISH;Powerbanks
DANISH;Stormsikker paraply
;
;
Country;Category_Level1_MN;Category1_Translated_B2B;
DANISH;Skrivebordsbelysning og tilbehør
DANISH;Ure og lommeregnere
DANISH;Picnic og Camping
DANISH;Standard
DANISH;Hard cover
DANISH;Papirvægt/trofæer
DANISH;Tilbehør
DANISH;Julepynt
DANISH;Kopper
DANISH;Lys LED
DANISH;Starinlys
DANISH;
DANISH;Te produkter
DANISH;Bamser osv.
DANISH;Skærebrætter
DANISH;Regnjakke
DANISH;Ponchos
DANISH;Farvekridt
DANISH;Anti Stress
DANISH;Tasker
DANISH;Opblæsbar
DANISH;Strandtasker
DANISH;Strandlegetøj
