ParentSKU;	SKU;	ColorName;	InternetName;	InternetTxt;	Q1;	Q2;	Q3;	Q4;	Q5;	Q6;	P1;	P2;	P3;	P4;	P5;	P6;	GrossNett;	ImprintType_IL1_T1;	ImprintDescription_IL1_T1;	ImprintImage_IL1_T1;	PriceClass_IL1_T1;	PriceClass_IL1_CN;	SetupFee_IL1_T1;	SetupFee_IL1_T1_NextColor;	SetupFeeStructure_IL1_T1;	ExcludeFreeSetupCosts_IL1_T1;	ImprintSize_IL1_T1;	MaxColors_IL1_T1;	Handling_IL1_T1;	ImprintType_IL1_T2;	ImprintDescription_IL1_T2;	ImprintImage_IL1_T2;	PriceClass_IL1_T2;	PriceClass_IL1_CN2;	SetupFee_IL1_T2;	SetupFee_IL1_T2_NextColor;	SetupFeeStructure_IL1_T2;	ExcludeFreeSetupCosts_IL1_T2;	ImprintSize_IL1_T2;	MaxColors_IL1_T2;	Handling_IL1_T2	ImprintType_IL1_T3;	ImprintDescription_IL1_T3;	ImprintImage_IL1_T3	PriceClass_IL1_T3;	PriceClass_IL1_CN3;	SetupFee_IL1_T3;	SetupFee_IL1_T3_NextColor;	SetupFeeStructure_IL1_T3;	ExcludeFreeSetupCosts_IL1_T3;	ImprintSize_IL1_T3;	MaxColors_IL1_T3;	Handling_IL1_T3;	ImprintType_IL1_T4;	ImprintDescription_IL1_T4;	ImprintImage_IL1_T4;	PriceClass_IL1_T4;	PriceClass_IL1_CN4;	SetupFee_IL1_T4;	SetupFee_IL1_T4_NextColor;	SetupFeeStructure_IL1_T4;	ExcludeFreeSetupCosts_IL1_T4;	ImprintSize_IL1_T4;	MaxColors_IL1_T4;	Handling_IL1_T4	ImprintType_IL1_T5;	ImprintDescription_IL1_T5;	ImprintImage_IL1_T5	PriceClass_IL1_T5;	PriceClass_IL1_CN5;	SetupFee_IL1_T5;	SetupFee_IL1_T5_NextColor;	SetupFeeStructure_IL1_T5;	ExcludeFreeSetupCosts_IL1_T5;	ImprintSize_IL1_T5;	MaxColors_IL1_T5;	Handling_IL1_T5	ImprintType_IL1_T6;	ImprintDescription_IL1_T6;	ImprintImage_IL1_T6;	PriceClass_IL1_T6;	PriceClass_IL1_CN6;	SetupFee_IL1_T6;	SetupFee_IL1_T6_NextColor;	SetupFeeStructure_IL1_T6;	ExcludeFreeSetupCosts_IL1_T6;	ImprintSize_IL1_T6;	MaxColors_IL1_T6;	Handling_IL1_T6;	IntraCode;	CountryOfOrigin;	OuterCartonPieces;	OuterCartonLength;	OuterCartonWidth;	OuterCartonHeight;	CommercialItemLength;	CommercialItemWidth;	CommercialItemHeight;	CommercialItemWeight;	Flavours;	Sizes;	WritingColor;	CapacityTxt;	OrderUnit;	MainGroup;	Material;	BatteryType;	NumberOfBatteries;	ProductImageURL;	DeliveryTimeMT_IL1_T1;	07_12_SearchTerms;	Q_OnPallet;	Brandnames;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARCONOT A5 muistikirja;AR1804-05;red;A5 muistikirja;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1804-05-print.jpg, ;;;;
ARCONOT A5 muistikirja;AR1804-06;white;A5 muistikirja;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-06.jpg, ;;;;
ARCONOT A5 muistikirja;AR1804-10;orange;A5 muistikirja;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-10.jpg, ;;;;
ARCONOT A5 muistikirja;AR1804-12;turquoise;A5 muistikirja;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-12.jpg, ;;;;
ARCONOT A5 muistikirja;AR1804-37;royal blue;A5 muistikirja;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-37.jpg, ;;;;
ARCONOT A5 muistikirja;AR1804-48;lime;A5 muistikirja;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;14,84;13,50;12,60;11,74;11,19;10,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1804-48.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1804-48-print.jpg, ;;;;
KUBZLE 3D palapeli;AR1810-16;matt silver;3D palapeli;;25;50;100;;2500;5000;89,73;81,58;76,18;70,96;67,64;64,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/ar1810-16-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16a.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16b.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16.jpg, https://www.b2bpromotion.dk/content/images/productImages/ar1810-16-print.jpg, ;;;;
NOBO Christmas boot;CX1013-05;red;Christmas boot;;500;1000;2500;;250;500;2,69;2,53;2,45;2,56;2,39;2,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1013-05a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1013-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1013-05-print.jpg, ;;;;
BONO Christmas hat;CX1015-05;red;Christmas hat;;500;1000;2500;;250;500;2,58;2,43;2,35;2,45;2,28;2,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1015-05-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1015-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1015-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1015-05b.jpg, ;;;;
WOODTREE Wooden xmas tree decor;CX1278-09;green;Wooden xmas tree decoration;;50;125;250;;100;250;22,99;21,68;21,02;21,91;20,45;19,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1278-09a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09c.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1278-09.jpg, ;;;;
CLAUS Mug with spoon;CX1304-99;multicolour;Mug with spoon;Juomapullot & Termokset;500;1000;2500;;250;500;20,18;19,03;18,45;19,25;17,96;16,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Juomapullot & Termokset;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1304-99.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1304-99b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1304-99-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1304-99a.jpg, ;;;;
ROUGE Set of 6 felt tree hanger;CX1335-05;red;Set of 6 felt tree hangers;;500;1000;2500;;250;500;4,16;3,93;3,81;3,97;3,70;3,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1335-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1335-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1335-05b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1335-05a.jpg, ;;;;
HELSINBORG Set of 6 Xmas decora;CX1349-99;multicolour;Set of 6 Xmas decoration;;500;1000;2500;;250;500;9,42;8,88;8,61;8,99;8,38;7,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1349-99a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1349-99.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1349-99-ambiant.jpg, ;;;;
AALBORG Hot water bottler;CX1360-05;red;Hot water bottler;;50;125;250;;100;250;34,20;32,25;31,27;32,62;30,45;28,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1360-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1360-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1360-05-print.jpg, ;;;;
LUMISTAR Star colour changing l;CX1361-06;white;Star colour changing light;;500;1000;2500;;250;500;13,57;12,80;12,41;12,94;12,09;11,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1361-06.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1361-06a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1361-06b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1361-06-ambiant.jpg, ;;;;
LUMITREE Tree colour changing l;CX1362-06;white;Tree colour changing light;;500;1000;2500;;250;500;13,57;12,80;12,41;12,94;12,09;11,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1362-06.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1362-06c.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1362-06-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1362-06a.jpg, ;;;;
STARIO Star shaped candle holde;CX1370-16;matt silver;Star shaped candle holder;;500;1000;2500;;250;500;7,52;7,09;6,87;7,17;6,70;6,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1370-16.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1370-16a.jpg, ;;;;
WOOSTAR Star shaped hanger;CX1373-40;wood;Star shaped hanger;;500;1000;2500;;250;500;3,59;3,39;3,29;3,43;3,20;2,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1373-40-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1373-40.jpg, ;;;;
BOSSA SMALL Gift paper bag smal;CX1413-05;red;Gift paper bag small;;500;1000;2500;;250;500;4,37;4,12;4,00;4,16;3,89;3,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1413-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1413-05-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1413-05-print.jpg, ;;;;
BOSSA MEDIUM Gift paper bag med;CX1414-05;red;Gift paper bag medium;;500;1000;2500;;250;500;6,27;5,92;5,74;5,99;5,59;5,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1414-05-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1414-05.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1414-05-ambiant.jpg, ;;;;
BOSSA LARGE Gift paper bag larg;CX1415-05;red;Gift paper bag large;;500;1000;2500;;250;500;7,28;6,87;6,66;6,95;6,49;6,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1415-05-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1415-05.jpg, ;;;;
SLATETREE Slate xmas hanger tre;CX1433-03;black;Slate xmas hanger tree;;500;1000;2500;;250;500;6,40;6,04;5,85;6,10;5,70;5,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1433-03.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1433-03b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1433-03a.jpg, ;;;;
SLATESTAR Slate xmas hanger sta;CX1434-03;black;Slate xmas hanger star;;500;1000;2500;;250;500;6,40;6,04;5,85;6,10;5,70;5,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1434-03b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1434-03.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1434-03a.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1434-03-ambiant.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1434-03-print.jpg, ;;;;
STARFILTER Tea filter in star s;CX1435-16;matt silver;Tea filter in star shape;Juomapullot & Termokset;500;1000;2500;;250;500;11,45;10,79;10,47;10,93;10,19;9,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Juomapullot & Termokset;;;;https://www.b2bpromotion.dk/content/images/productImages/cx1435-16-print.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1435-16b.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1435-16.jpg, https://www.b2bpromotion.dk/content/images/productImages/cx1435-16a.jpg, ;;;;
